class1_v1,class2_v1,class3_v1,sex_v1,survived_v1,class1_v2,class2_v2,class3_v2,sex_v2,survived_v2,class1_v3,class2_v3,class3_v3,sex_v3,survived_v3,class1_v4,class2_v4,class3_v4,sex_v4,survived_v4,class1_v5,class2_v5,class3_v5,sex_v5,survived_v5,class1_v6,class2_v6,class3_v6,sex_v6,survived_v6,class1_v7,class2_v7,class3_v7,sex_v7,survived_v7,class1_v8,class2_v8,class3_v8,sex_v8,survived_v8,class1_v9,class2_v9,class3_v9,sex_v9,survived_v9,class1_v10,class2_v10,class3_v10,sex_v10,survived_v10
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,,,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,1
1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,,,,,
,,,,,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,0,1,0,1,0,0,0,1,0,1,,,,,,0,1,0,0,1
1,0,0,0,1,,,,,,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1
,,,,,,,,,,,,,,,0,1,0,1,0,,,,,,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,,,,,,1,0,0,0,1
0,1,0,1,0,0,0,1,1,0,,,,,,1,0,0,1,0,1,0,0,0,1,,,,,,,,,,,1,0,0,0,1,,,,,,0,0,1,1,0
,,,,,,,,,,1,0,0,1,1,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,,,,,
0,0,1,1,0,1,0,0,1,0,,,,,,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,0,0,1,0,1
0,1,0,0,1,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,,,,,,0,0,1,1,1,0,1,0,0,1,,,,,,0,1,0,1,0
0,1,0,0,1,0,0,1,1,0,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,1,0,0,0,1
1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0
0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,,,,,,0,0,1,1,0,,,,,,0,0,1,1,1,1,0,0,1,0
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,,,,,
0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,,,,,,0,1,0,1,0
1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,,,,,,0,0,1,1,0,0,0,1,1,0
0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,,,,,,1,0,0,1,0,,,,,,0,0,1,1,0
,,,,,0,0,1,1,0,0,1,0,0,1,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
1,0,0,1,0,0,1,0,0,1,,,,,,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,,,,,,,,,,,0,1,0,1,0
0,0,1,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,,,,,0,1,0,0,1,0,0,1,1,0,,,,,,0,0,1,1,0
0,0,1,1,0,0,0,1,1,0,,,,,,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1
,,,,,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,
0,1,0,1,0,0,1,0,1,0,,,,,,0,0,1,1,1,,,,,,0,1,0,1,0,,,,,,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
,,,,,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
0,0,1,1,0,1,0,0,1,0,,,,,,1,0,0,1,1,0,0,1,1,0,,,,,,,,,,,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,0,1,0,0,1,,,,,,,,,,
0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,0,1,0,1,0,,,,,,,,,,,1,0,0,1,0,0,0,1,1,1,,,,,
0,0,1,1,1,0,0,1,1,1,,,,,,,,,,,0,0,1,1,0,,,,,,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,,,,,
,,,,,1,0,0,1,0,0,0,1,0,0,,,,,,0,1,0,1,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,0,0,1,0,0
0,1,0,1,0,,,,,,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,,,,,,0,0,1,1,1,,,,,
0,1,0,1,0,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,,,,,,1,0,0,0,1,0,1,0,1,0
0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,1,0,0,0,1,0,0,1,1,0
,,,,,0,1,0,0,1,,,,,,0,0,1,1,1,,,,,,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,
1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0
0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,,,,,,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,,,,,,,,,,
0,1,0,1,0,,,,,,0,1,0,1,0,1,0,0,0,1,,,,,,0,0,1,1,0,0,0,1,1,0,,,,,,0,1,0,1,0,,,,,
0,1,0,0,1,,,,,,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,
0,0,1,1,0,0,0,1,0,1,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,1,0
,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,,,,,,0,1,0,1,0,,,,,,0,0,1,1,0
,,,,,0,0,1,1,0,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
,,,,,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,0,1,1,0,,,,,,1,0,0,1,1,0,0,1,1,0,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,0,1,0,1,0
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,,,,,,,,,,
0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,1,0,0,1,0,0,0,1,1,0,,,,,,1,0,0,1,0,,,,,,0,0,1,1,0
0,0,1,1,0,0,1,0,1,0,,,,,,0,1,0,1,0,,,,,,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,,,,,
0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,,,,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
,,,,,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,0,0,1,1,0,,,,,
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,,,,,
0,0,1,1,0,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,,,,,,0,0,1,1,0,0,0,1,1,0
1,0,0,1,1,0,0,1,1,1,,,,,,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,
0,0,1,1,0,,,,,,1,0,0,1,0,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,,,,,,0,0,1,0,0,,,,,
,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,,,,,,,,,,,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,0,0,1,0,0,,,,,
0,1,0,1,0,,,,,,0,1,0,1,0,,,,,,0,0,1,0,0,0,0,1,1,0,,,,,,1,0,0,0,1,1,0,0,1,0,,,,,
,,,,,0,0,1,1,0,0,0,1,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
0,0,1,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,,,,,,,,,,,1,0,0,0,1,,,,,,,,,,,0,0,1,1,0
0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
,,,,,,,,,,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,1,0,1,0,,,,,,0,0,1,1,1
0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1
0,0,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,1,0,0,0,1,,,,,,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
,,,,,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1
0,0,1,1,0,0,0,1,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,,,,,,0,1,0,1,0,0,1,0,0,1,,,,,,0,1,0,0,1
,,,,,,,,,,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,0,0,1,0,1
1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,,,,,,0,0,1,1,0,1,0,0,1,1,,,,,,1,0,0,1,0,,,,,,,,,,
,,,,,0,0,1,1,1,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,,,,,,0,0,1,0,0
,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,0,1,0,0,1
,,,,,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0,0,1,0,0,0,0,1,1,0,,,,,,0,1,0,1,0,1,0,0,1,1,,,,,,0,1,0,1,0,0,0,1,1,1,,,,,,,,,,
,,,,,0,1,0,1,1,0,0,1,1,0,,,,,,1,0,0,0,1,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,,,,,,,,,,
0,0,1,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,,,,,,0,0,1,1,0,,,,,,0,0,1,1,1,0,1,0,0,1
,,,,,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,,,,,,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,,,,,,0,0,1,1,0
0,1,0,0,0,,,,,,0,1,0,0,1,,,,,,1,0,0,1,1,1,0,0,1,0,,,,,,0,0,1,1,0,1,0,0,1,0,,,,,
,,,,,0,1,0,0,1,0,1,0,1,0,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
,,,,,1,0,0,0,1,,,,,,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0
0,0,1,1,0,,,,,,,,,,,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,0,1,0,1,0,,,,,,0,0,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0
,,,,,,,,,,,,,,,0,1,0,0,1,,,,,,1,0,0,0,1,0,0,1,0,0,,,,,,1,0,0,0,1,,,,,
0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,1,0,0,1,0,,,,,,1,0,0,1,1,,,,,,0,1,0,0,1,0,1,0,1,0
1,0,0,0,1,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0
0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,,,,,,0,1,0,1,0,,,,,,,,,,,1,0,0,0,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,1,0,1,0
,,,,,0,1,0,1,0,,,,,,1,0,0,1,0,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0
,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,,,,,,,,,,
0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,,,,,,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,1,0,,,,,,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
,,,,,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,,,,,,0,0,1,1,1,,,,,,,,,,,0,1,0,0,0
,,,,,,,,,,0,1,0,1,0,,,,,,1,0,0,1,0,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0
,,,,,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,0,1,0,1,0
1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,,,,,,1,0,0,1,0,,,,,
1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,,,,,,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0
,,,,,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,,,,,,0,0,1,1,0
1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,0,1,0,1,0,1,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,0,1,0,1,0,,,,,
0,0,1,0,0,,,,,,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
,,,,,1,0,0,0,1,,,,,,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,0,0,1,0,0,,,,,,0,0,1,1,0
,,,,,0,0,1,1,0,,,,,,1,0,0,1,1,,,,,,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,,,,,,0,0,1,1,1
,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,,,,,,0,0,1,1,0,0,0,1,0,1,,,,,
0,1,0,0,1,1,0,0,0,1,,,,,,,,,,,1,0,0,1,0,0,0,1,0,0,,,,,,1,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,1,0,0,1,1,,,,,,0,0,1,0,0,,,,,,0,0,1,1,0,,,,,,,,,,
1,0,0,1,1,,,,,,1,0,0,1,0,,,,,,0,0,1,1,0,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0,0,1,1,1,,,,,,,,,,,1,0,0,0,1,,,,,,0,1,0,0,0,,,,,,0,1,0,0,1,1,0,0,1,0,,,,,
0,1,0,1,1,,,,,,0,0,1,1,0,1,0,0,1,0,,,,,,0,0,1,1,0,0,0,1,1,0,,,,,,0,0,1,0,0,0,1,0,0,1
,,,,,,,,,,0,1,0,1,0,,,,,,,,,,,0,0,1,1,0,0,0,1,1,1,,,,,,0,0,1,1,0,1,0,0,1,1
1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
0,1,0,1,0,0,0,1,1,0,,,,,,1,0,0,1,1,,,,,,1,0,0,0,1,1,0,0,1,0,,,,,,1,0,0,0,1,0,0,1,1,0
0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
,,,,,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,,,,,
,,,,,0,0,1,1,1,,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,0,1,0,0,1
,,,,,0,0,1,1,0,,,,,,1,0,0,1,0,,,,,,0,0,1,1,0,0,0,1,1,0,,,,,,1,0,0,1,0,0,0,1,1,1
,,,,,0,0,1,0,1,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,,,,,0,0,1,1,0
1,0,0,0,1,,,,,,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,0,1,0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,1,0,0,1,0,1,0,0,0,1
,,,,,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,1,0,0,1,0
,,,,,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,,,,,,1,0,0,1,0,,,,,
0,0,1,0,0,,,,,,,,,,,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,,,,,
0,0,1,0,1,0,0,1,0,1,,,,,,,,,,,0,0,1,1,0,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,1,0,0,1,0
1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,,,,,,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,,,,,
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,,,,,
,,,,,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,0,0,1,0,1
1,0,0,1,0,,,,,,,,,,,0,1,0,1,0,,,,,,1,0,0,0,1,0,0,1,1,0,,,,,,0,0,1,1,0,1,0,0,1,1
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,1,0,1,0,,,,,,0,1,0,0,1
,,,,,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,,,,,,,,,,,0,0,1,1,0
0,0,1,1,0,,,,,,0,1,0,0,1,,,,,,,,,,,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0,,,,,
0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,,,,,
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,0,0,1,1,1,,,,,,,,,,,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,
1,0,0,1,0,,,,,,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,0,0,1,0,0,0,0,1,0,0
,,,,,,,,,,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,,,,,,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,,,,,
0,0,1,1,1,,,,,,,,,,,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,,,,,,0,0,1,1,0,0,0,1,0,1
,,,,,,,,,,0,0,1,1,1,,,,,,0,0,1,1,0,0,0,1,1,1,,,,,,0,0,1,1,0,0,1,0,0,1,,,,,
,,,,,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,0,0,1,0,0,,,,,,1,0,0,0,1,0,1,0,0,1
0,1,0,0,1,1,0,0,1,1,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1,0,0,1,1,0,,,,,,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,0,,,,,,0,0,1,0,1,,,,,,0,0,1,1,0,,,,,,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0,1,0,1,0,,,,,,0,0,1,1,0,,,,,,0,1,0,0,1,0,0,1,1,0,,,,,,0,1,0,1,1,0,0,1,1,0,,,,,
0,0,1,1,0,,,,,,,,,,,0,1,0,0,0,,,,,,0,1,0,1,0,0,1,0,0,1,,,,,,0,0,1,1,1,0,1,0,1,0
,,,,,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0,1,0,0,1,,,,,,0,0,1,1,1,0,1,0,1,0,,,,,,1,0,0,1,1,,,,,,,,,,,,,,,,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,,,,,,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,,,,,
,,,,,0,0,1,0,0,0,1,0,0,1,,,,,,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,,,,,
0,0,1,1,0,,,,,,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,,,,,,,,,,,1,0,0,1,0
0,0,1,1,0,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,
0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,1,,,,,,0,1,0,1,0,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,0,1,0,1,0,,,,,,,,,,,0,0,1,1,0
,,,,,0,1,0,1,0,,,,,,,,,,,0,1,0,0,1,,,,,,1,0,0,1,1,,,,,,,,,,,,,,,
,,,,,0,0,1,1,0,,,,,,,,,,,0,0,1,1,0,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,
0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,
